id,name,logo_path,parent_id,territory_id,official_name,code,gender,is_active,team_type
576,Christmas Island U23 National Team,user://assets/textures/territory_logo/48.webp,48,48,Territory of Christmas Island U23 National Team,,0,1,1
577,Cocos Islands U23 National Team,user://assets/textures/territory_logo/49.webp,49,49,Territory of Cocos (Keeling) Islands U23 National Team,,0,1,1
578,Colombia U23 National Team,user://assets/textures/territory_logo/50.webp,50,50,Republic of Colombia U23 National Team,,0,1,1
579,Comoros U23 National Team,user://assets/textures/territory_logo/51.webp,51,51,Union of the Comoros U23 National Team,,0,1,1
580,Congo U23 National Team,user://assets/textures/territory_logo/52.webp,52,52,Republic of the Congo U23 National Team,,0,1,1
581,Cook Islands U23 National Team,user://assets/textures/territory_logo/53.webp,53,53,Cook Islands U23 National Team,,0,1,1
582,Costa Rica U23 National Team,user://assets/textures/territory_logo/54.webp,54,54,Republic of Costa Rica U23 National Team,,0,1,1
583,Croatia U23 National Team,user://assets/textures/territory_logo/55.webp,55,55,Republic of Croatia U23 National Team,,0,1,1
584,Cuba U23 National Team,user://assets/textures/territory_logo/56.webp,56,56,Republic of Cuba U23 National Team,,0,1,1
585,Curaçao U23 National Team,user://assets/textures/territory_logo/57.webp,57,57,Country of Curaçao U23 National Team,,0,1,1
586,Cyprus U23 National Team,user://assets/textures/territory_logo/58.webp,58,58,Republic of Cyprus U23 National Team,,0,1,1
587,Czechia U23 National Team,user://assets/textures/territory_logo/59.webp,59,59,Czech Republic U23 National Team,,0,1,1
588,Denmark U23 National Team,user://assets/textures/territory_logo/60.webp,60,60,Kingdom of Denmark U23 National Team,,0,1,1
589,Djibouti U23 National Team,user://assets/textures/territory_logo/61.webp,61,61,Republic of Djibouti U23 National Team,,0,1,1
590,Dominica U23 National Team,user://assets/textures/territory_logo/62.webp,62,62,Commonwealth of Dominica U23 National Team,,0,1,1
591,Dominican Republic U23 National Team,user://assets/textures/territory_logo/63.webp,63,63,Dominican Republic U23 National Team,,0,1,1
592,DR Congo U23 National Team,user://assets/textures/territory_logo/64.webp,64,64,Democratic Republic of the Congo U23 National Team,,0,1,1
593,Timor-Leste U23 National Team,user://assets/textures/territory_logo/65.webp,65,65,Democratic Republic of Timor-Leste U23 National Team,,0,1,1
594,Easter Island U23 National Team,user://assets/textures/territory_logo/66.webp,66,66,Easter Island U23 National Team,,0,1,1
595,Ecuador U23 National Team,user://assets/textures/territory_logo/67.webp,67,67,Republic of Ecuador U23 National Team,,0,1,1
596,Egypt U23 National Team,user://assets/textures/territory_logo/68.webp,68,68,Arab Republic of Egypt U23 National Team,,0,1,1
597,El Salvador U23 National Team,user://assets/textures/territory_logo/69.webp,69,69,Republic of El Salvador U23 National Team,,0,1,1
598,England U23 National Team,user://assets/textures/territory_logo/70.webp,70,70,England U23 National Team,,0,1,1
599,Equatorial Guinea U23 National Team,user://assets/textures/territory_logo/71.webp,71,71,Republic of Equatorial Guinea U23 National Team,,0,1,1
600,Eritrea U23 National Team,user://assets/textures/territory_logo/72.webp,72,72,State of Eritrea U23 National Team,,0,1,1
601,Estonia U23 National Team,user://assets/textures/territory_logo/73.webp,73,73,Republic of Estonia U23 National Team,,0,1,1
602,Eswatini U23 National Team,user://assets/textures/territory_logo/74.webp,74,74,Kingdom of Eswatini U23 National Team,,0,1,1
603,Ethiopia U23 National Team,user://assets/textures/territory_logo/75.webp,75,75,Federal Democratic Republic of Ethiopia U23 National Team,,0,1,1
604,Falkland Islands U23 National Team,user://assets/textures/territory_logo/76.webp,76,76,Falkland Islands U23 National Team,,0,1,1
605,Faroe Islands U23 National Team,user://assets/textures/territory_logo/77.webp,77,77,Faroe Islands U23 National Team,,0,1,1
606,Federated States of Micronesia U23 National Team,user://assets/textures/territory_logo/78.webp,78,78,Federated States of Micronesia U23 National Team,,0,1,1
607,Fiji U23 National Team,user://assets/textures/territory_logo/79.webp,79,79,Republic of Fiji U23 National Team,,0,1,1
608,Finland U23 National Team,user://assets/textures/territory_logo/80.webp,80,80,Republic of Finland U23 National Team,,0,1,1
609,France U23 National Team,user://assets/textures/territory_logo/81.webp,81,81,French Republic U23 National Team,,0,1,1
610,French Guiana U23 National Team,user://assets/textures/territory_logo/82.webp,82,82,French Guiana U23 National Team,,0,1,1
611,French Polynesia U23 National Team,user://assets/textures/territory_logo/83.webp,83,83,French Polynesia U23 National Team,,0,1,1
612,Gabon U23 National Team,user://assets/textures/territory_logo/84.webp,84,84,Gabonese Republic U23 National Team,,0,1,1
613,The Gambia U23 National Team,user://assets/textures/territory_logo/85.webp,85,85,Republic of the Gambia U23 National Team,,0,1,1
614,Georgia U23 National Team,user://assets/textures/territory_logo/86.webp,86,86,Georgia U23 National Team,,0,1,1
615,Germany U23 National Team,user://assets/textures/territory_logo/87.webp,87,87,Federal Republic of Germany U23 National Team,,0,1,1
616,Ghana U23 National Team,user://assets/textures/territory_logo/88.webp,88,88,Republic of Ghana U23 National Team,,0,1,1
617,Gibraltar U23 National Team,user://assets/textures/territory_logo/89.webp,89,89,Gibraltar U23 National Team,,0,1,1
618,Gozo U23 National Team,user://assets/textures/territory_logo/90.webp,90,90,Gozo U23 National Team,,0,1,1
619,Greece U23 National Team,user://assets/textures/territory_logo/91.webp,91,91,Hellenic Republic U23 National Team,,0,1,1
620,Greenland U23 National Team,user://assets/textures/territory_logo/92.webp,92,92,Greenland U23 National Team,,0,1,1
621,Grenada U23 National Team,user://assets/textures/territory_logo/93.webp,93,93,Grenada U23 National Team,,0,1,1
622,Guadeloupe U23 National Team,user://assets/textures/territory_logo/94.webp,94,94,Guadeloupe U23 National Team,,0,1,1
623,Guam U23 National Team,user://assets/textures/territory_logo/95.webp,95,95,Guam U23 National Team,,0,1,1
624,Guatemala U23 National Team,user://assets/textures/territory_logo/96.webp,96,96,Republic of Guatemala U23 National Team,,0,1,1
625,Guernsey U23 National Team,user://assets/textures/territory_logo/97.webp,97,97,Guernsey U23 National Team,,0,1,1
626,Guinea U23 National Team,user://assets/textures/territory_logo/98.webp,98,98,Republic of Guinea U23 National Team,,0,1,1
627,Guinea-Bissau U23 National Team,user://assets/textures/territory_logo/99.webp,99,99,Republic of Guinea-Bissau U23 National Team,,0,1,1
628,Guyana U23 National Team,user://assets/textures/territory_logo/100.webp,100,100,Co-operative Republic of Guyana U23 National Team,,0,1,1
629,Haiti U23 National Team,user://assets/textures/territory_logo/101.webp,101,101,Republic of Haiti U23 National Team,,0,1,1
630,Hawaii U23 National Team,user://assets/textures/territory_logo/102.webp,102,102,Hawaii U23 National Team,,0,1,1
631,Honduras U23 National Team,user://assets/textures/territory_logo/103.webp,103,103,Republic of Honduras U23 National Team,,0,1,1
632,Hong Kong U23 National Team,user://assets/textures/territory_logo/104.webp,104,104,Hong Kong U23 National Team,,0,1,1
633,Hungary U23 National Team,user://assets/textures/territory_logo/105.webp,105,105,Hungary U23 National Team,,0,1,1
634,Iceland U23 National Team,user://assets/textures/territory_logo/106.webp,106,106,Iceland U23 National Team,,0,1,1
635,India U23 National Team,user://assets/textures/territory_logo/107.webp,107,107,Republic of India U23 National Team,,0,1,1
636,Indonesia U23 National Team,user://assets/textures/territory_logo/108.webp,108,108,Republic of Indonesia U23 National Team,,0,1,1
637,Iran U23 National Team,user://assets/textures/territory_logo/109.webp,109,109,Islamic Republic of Iran U23 National Team,,0,1,1
638,Iraq U23 National Team,user://assets/textures/territory_logo/110.webp,110,110,Republic of Iraq U23 National Team,,0,1,1
639,Ireland U23 National Team,user://assets/textures/territory_logo/111.webp,111,111,Republic of Ireland U23 National Team,,0,1,1
640,Isle of Man U23 National Team,user://assets/textures/territory_logo/112.webp,112,112,Isle of Man U23 National Team,,0,1,1
641,Isle of Wight U23 National Team,user://assets/textures/territory_logo/113.webp,113,113,Isle of Wight U23 National Team,,0,1,1
642,Isles of Scilly U23 National Team,user://assets/textures/territory_logo/114.webp,114,114,Isles of Scilly U23 National Team,,0,1,1
643,Israel U23 National Team,user://assets/textures/territory_logo/115.webp,115,115,State of Israel U23 National Team,,0,1,1
644,Italy U23 National Team,user://assets/textures/territory_logo/116.webp,116,116,Italian Republic U23 National Team,,0,1,1
645,Ivory Coast U23 National Team,user://assets/textures/territory_logo/117.webp,117,117,Republic of Côte d'Ivoire U23 National Team,,0,1,1
646,Jamaica U23 National Team,user://assets/textures/territory_logo/118.webp,118,118,Jamaica U23 National Team,,0,1,1
647,Japan U23 National Team,user://assets/textures/territory_logo/119.webp,119,119,Japan U23 National Team,,0,1,1
648,Jersey U23 National Team,user://assets/textures/territory_logo/120.webp,120,120,Bailiwick of Jersey U23 National Team,,0,1,1
649,Jordan U23 National Team,user://assets/textures/territory_logo/121.webp,121,121,Hashemite Kingdom of Jordan U23 National Team,,0,1,1
650,Kazakhstan U23 National Team,user://assets/textures/territory_logo/122.webp,122,122,Republic of Kazakhstan U23 National Team,,0,1,1
651,Kenya U23 National Team,user://assets/textures/territory_logo/123.webp,123,123,Republic of Kenya U23 National Team,,0,1,1
652,Kiribati U23 National Team,user://assets/textures/territory_logo/124.webp,124,124,Republic of Kiribati U23 National Team,,0,1,1
653,Kosovo U23 National Team,user://assets/textures/territory_logo/125.webp,125,125,Republic of Kosovo U23 National Team,,0,1,1
654,Kuwait U23 National Team,user://assets/textures/territory_logo/126.webp,126,126,State of Kuwait U23 National Team,,0,1,1
655,Kyrgyzstan U23 National Team,user://assets/textures/territory_logo/127.webp,127,127,Kyrgyz Republic U23 National Team,,0,1,1
656,Laos U23 National Team,user://assets/textures/territory_logo/128.webp,128,128,Lao People's Democratic Republic U23 National Team,,0,1,1
657,Latvia U23 National Team,user://assets/textures/territory_logo/129.webp,129,129,Republic of Latvia U23 National Team,,0,1,1
658,Lebanon U23 National Team,user://assets/textures/territory_logo/130.webp,130,130,Republic of Lebanon U23 National Team,,0,1,1
659,Lesotho U23 National Team,user://assets/textures/territory_logo/131.webp,131,131,Kingdom of Lesotho U23 National Team,,0,1,1
660,Liberia U23 National Team,user://assets/textures/territory_logo/132.webp,132,132,Republic of Liberia U23 National Team,,0,1,1
661,Libya U23 National Team,user://assets/textures/territory_logo/133.webp,133,133,State of Libya U23 National Team,,0,1,1
662,Liechtenstein U23 National Team,user://assets/textures/territory_logo/134.webp,134,134,Principality of Liechtenstein U23 National Team,,0,1,1
663,Lithuania U23 National Team,user://assets/textures/territory_logo/135.webp,135,135,Republic of Lithuania U23 National Team,,0,1,1
664,Luxembourg U23 National Team,user://assets/textures/territory_logo/136.webp,136,136,Grand Duchy of Luxembourg U23 National Team,,0,1,1
665,Macau U23 National Team,user://assets/textures/territory_logo/137.webp,137,137,Macau U23 National Team,,0,1,1
666,Madagascar U23 National Team,user://assets/textures/territory_logo/138.webp,138,138,Republic of Madagascar U23 National Team,,0,1,1
667,Madeira U23 National Team,user://assets/textures/territory_logo/139.webp,139,139,Autonomous Region of Madeira U23 National Team,,0,1,1
668,Malawi U23 National Team,user://assets/textures/territory_logo/140.webp,140,140,Republic of Malawi U23 National Team,,0,1,1
669,Malaysia U23 National Team,user://assets/textures/territory_logo/141.webp,141,141,Malaysia U23 National Team,,0,1,1
670,Maldives U23 National Team,user://assets/textures/territory_logo/142.webp,142,142,Republic of Maldives U23 National Team,,0,1,1
671,Mali U23 National Team,user://assets/textures/territory_logo/143.webp,143,143,Republic of Mali U23 National Team,,0,1,1
672,Malta U23 National Team,user://assets/textures/territory_logo/144.webp,144,144,Republic of Malta U23 National Team,,0,1,1
673,Marshall Islands U23 National Team,user://assets/textures/territory_logo/145.webp,145,145,Republic of the Marshall Islands U23 National Team,,0,1,1
674,Martinique U23 National Team,user://assets/textures/territory_logo/146.webp,146,146,Martinique U23 National Team,,0,1,1
675,Mauritania U23 National Team,user://assets/textures/territory_logo/147.webp,147,147,Islamic Republic of Mauritania U23 National Team,,0,1,1
676,Mauritius U23 National Team,user://assets/textures/territory_logo/148.webp,148,148,Republic of Mauritius U23 National Team,,0,1,1
677,Mayotte U23 National Team,user://assets/textures/territory_logo/149.webp,149,149,Department of Mayotte U23 National Team,,0,1,1
678,Mexico U23 National Team,user://assets/textures/territory_logo/150.webp,150,150,United Mexican States U23 National Team,,0,1,1
679,Moldova U23 National Team,user://assets/textures/territory_logo/151.webp,151,151,Republic of Moldova U23 National Team,,0,1,1
680,Monaco U23 National Team,user://assets/textures/territory_logo/152.webp,152,152,Principality of Monaco U23 National Team,,0,1,1
681,Mongolia U23 National Team,user://assets/textures/territory_logo/153.webp,153,153,Mongolia U23 National Team,,0,1,1
682,Montenegro U23 National Team,user://assets/textures/territory_logo/154.webp,154,154,Montenegro U23 National Team,,0,1,1
683,Montserrat U23 National Team,user://assets/textures/territory_logo/155.webp,155,155,Montserrat U23 National Team,,0,1,1
684,Morocco U23 National Team,user://assets/textures/territory_logo/156.webp,156,156,Kingdom of Morocco U23 National Team,,0,1,1
685,Mozambique U23 National Team,user://assets/textures/territory_logo/157.webp,157,157,Republic of Mozambique U23 National Team,,0,1,1
686,Myanmar U23 National Team,user://assets/textures/territory_logo/158.webp,158,158,Republic of the Union of Myanmar U23 National Team,,0,1,1
687,Namibia U23 National Team,user://assets/textures/territory_logo/159.webp,159,159,Republic of Namibia U23 National Team,,0,1,1
688,Nauru U23 National Team,user://assets/textures/territory_logo/160.webp,160,160,Republic of Nauru U23 National Team,,0,1,1
689,Nepal U23 National Team,user://assets/textures/territory_logo/161.webp,161,161,Federal Democratic Republic of Nepal U23 National Team,,0,1,1
690,Netherlands U23 National Team,user://assets/textures/territory_logo/162.webp,162,162,Kingdom of the Netherlands U23 National Team,,0,1,1
691,New Caledonia U23 National Team,user://assets/textures/territory_logo/163.webp,163,163,New Caledonia U23 National Team,,0,1,1
692,New Zealand U23 National Team,user://assets/textures/territory_logo/164.webp,164,164,New Zealand U23 National Team,,0,1,1
693,Nicaragua U23 National Team,user://assets/textures/territory_logo/165.webp,165,165,Republic of Nicaragua U23 National Team,,0,1,1
694,Niger U23 National Team,user://assets/textures/territory_logo/166.webp,166,166,Republic of the Niger U23 National Team,,0,1,1
695,Nigeria U23 National Team,user://assets/textures/territory_logo/167.webp,167,167,Federal Republic of Nigeria U23 National Team,,0,1,1
696,Niue U23 National Team,user://assets/textures/territory_logo/168.webp,168,168,Niue U23 National Team,,0,1,1
697,Norfolk Island U23 National Team,user://assets/textures/territory_logo/169.webp,169,169,Norfolk Island U23 National Team,,0,1,1
698,North Korea U23 National Team,user://assets/textures/territory_logo/170.webp,170,170,Democratic People's Republic of Korea U23 National Team,,0,1,1
699,North Macedonia U23 National Team,user://assets/textures/territory_logo/171.webp,171,171,Republic of North Macedonia U23 National Team,,0,1,1
700,Northern Cyprus U23 National Team,user://assets/textures/territory_logo/172.webp,172,172,Turkish Republic of Northern Cyprus U23 National Team,,0,1,1
701,Northern Ireland U23 National Team,user://assets/textures/territory_logo/173.webp,173,173,Northern Ireland U23 National Team,,0,1,1
702,Northern Mariana Islands U23 National Team,user://assets/textures/territory_logo/174.webp,174,174,Commonwealth of the Northern Mariana Islands U23 National Team,,0,1,1
703,Norway U23 National Team,user://assets/textures/territory_logo/175.webp,175,175,Kingdom of Norway U23 National Team,,0,1,1
704,Oman U23 National Team,user://assets/textures/territory_logo/176.webp,176,176,Sultanate of Oman U23 National Team,,0,1,1
705,Orkney U23 National Team,user://assets/textures/territory_logo/177.webp,177,177,Orkney U23 National Team,,0,1,1
706,Pakistan U23 National Team,user://assets/textures/territory_logo/178.webp,178,178,Islamic Republic of Pakistan U23 National Team,,0,1,1
707,Palau U23 National Team,user://assets/textures/territory_logo/179.webp,179,179,Republic of Palau U23 National Team,,0,1,1
708,Palestine U23 National Team,user://assets/textures/territory_logo/180.webp,180,180,State of Palestine U23 National Team,,0,1,1
709,Panama U23 National Team,user://assets/textures/territory_logo/181.webp,181,181,Republic of Panama U23 National Team,,0,1,1
710,Papua New Guinea U23 National Team,user://assets/textures/territory_logo/182.webp,182,182,Independent State of Papua New Guinea U23 National Team,,0,1,1
711,Paraguay U23 National Team,user://assets/textures/territory_logo/183.webp,183,183,Republic of Paraguay U23 National Team,,0,1,1
712,Peru U23 National Team,user://assets/textures/territory_logo/184.webp,184,184,Republic of Peru U23 National Team,,0,1,1
713,Philippines U23 National Team,user://assets/textures/territory_logo/185.webp,185,185,Republic of the Philippines U23 National Team,,0,1,1
714,Pitcairn Islands U23 National Team,user://assets/textures/territory_logo/186.webp,186,186,"Pitcairn, Henderson, Ducie and Oeno Islands U23 National Team",,0,1,1
715,Poland U23 National Team,user://assets/textures/territory_logo/187.webp,187,187,Republic of Poland U23 National Team,,0,1,1
716,Portugal U23 National Team,user://assets/textures/territory_logo/188.webp,188,188,Portuguese Republic U23 National Team,,0,1,1
717,Puerto Rico U23 National Team,user://assets/textures/territory_logo/189.webp,189,189,Commonwealth of Puerto Rico U23 National Team,,0,1,1
718,Qatar U23 National Team,user://assets/textures/territory_logo/190.webp,190,190,State of Qatar U23 National Team,,0,1,1
719,Réunion U23 National Team,user://assets/textures/territory_logo/191.webp,191,191,Réunion U23 National Team,,0,1,1
720,Romania U23 National Team,user://assets/textures/territory_logo/192.webp,192,192,Romania U23 National Team,,0,1,1
721,Russia U23 National Team,user://assets/textures/territory_logo/193.webp,193,193,Russian Federation U23 National Team,,0,1,1
722,Rwanda U23 National Team,user://assets/textures/territory_logo/194.webp,194,194,Republic of Rwanda U23 National Team,,0,1,1
723,Saba U23 National Team,user://assets/textures/territory_logo/195.webp,195,195,Saba U23 National Team,,0,1,1
724,Sahrawi Republic U23 National Team,user://assets/textures/territory_logo/196.webp,196,196,Sahrawi Arab Democratic Republic U23 National Team,,0,1,1
725,Saint Helena U23 National Team,user://assets/textures/territory_logo/197.webp,197,197,Saint Helena U23 National Team,,0,1,1
726,Saint Kitts and Nevis U23 National Team,user://assets/textures/territory_logo/198.webp,198,198,Federation of Saint Kitts and Nevis U23 National Team,,0,1,1
727,Saint Lucia U23 National Team,user://assets/textures/territory_logo/199.webp,199,199,Saint Lucia U23 National Team,,0,1,1
728,Saint Martin U23 National Team,user://assets/textures/territory_logo/200.webp,200,200,Saint Martin U23 National Team,,0,1,1
729,Saint Pierre and Miquelon U23 National Team,user://assets/textures/territory_logo/201.webp,201,201,Territorial Collectivity of Saint Pierre and Miquelon U23 National Team,,0,1,1
730,Saint Vincent and the Grenadines U23 National Team,user://assets/textures/territory_logo/202.webp,202,202,Saint Vincent and the Grenadines U23 National Team,,0,1,1
731,Saint-Barthélemy U23 National Team,user://assets/textures/territory_logo/203.webp,203,203,Collectivité territoriale de Saint-Barthélemy U23 National Team,,0,1,1
732,Samoa U23 National Team,user://assets/textures/territory_logo/204.webp,204,204,Independent State of Samoa U23 National Team,,0,1,1
733,San Marino U23 National Team,user://assets/textures/territory_logo/205.webp,205,205,Republic of San Marino U23 National Team,,0,1,1
734,São Tomé and Príncipe U23 National Team,user://assets/textures/territory_logo/206.webp,206,206,Democratic Republic of São Tomé and Príncipe U23 National Team,,0,1,1
735,Saudi Arabia U23 National Team,user://assets/textures/territory_logo/207.webp,207,207,Kingdom of Saudi Arabia U23 National Team,,0,1,1
736,Scotland U23 National Team,user://assets/textures/territory_logo/208.webp,208,208,Scotland U23 National Team,,0,1,1
737,Senegal U23 National Team,user://assets/textures/territory_logo/209.webp,209,209,Republic of Senegal U23 National Team,,0,1,1
738,Serbia U23 National Team,user://assets/textures/territory_logo/210.webp,210,210,Republic of Serbia U23 National Team,,0,1,1
739,Seychelles U23 National Team,user://assets/textures/territory_logo/211.webp,211,211,Republic of Seychelles U23 National Team,,0,1,1
740,Sierra Leone U23 National Team,user://assets/textures/territory_logo/212.webp,212,212,Republic of Sierra Leone U23 National Team,,0,1,1
741,Singapore U23 National Team,user://assets/textures/territory_logo/213.webp,213,213,Republic of Singapore U23 National Team,,0,1,1
742,Sint Eustatius U23 National Team,user://assets/textures/territory_logo/214.webp,214,214,Sint Eustatius U23 National Team,,0,1,1
743,Sint Maarten U23 National Team,user://assets/textures/territory_logo/215.webp,215,215,Sint Maarten U23 National Team,,0,1,1
744,Slovakia U23 National Team,user://assets/textures/territory_logo/216.webp,216,216,Slovak Republic U23 National Team,,0,1,1
745,Slovenia U23 National Team,user://assets/textures/territory_logo/217.webp,217,217,Republic of Slovenia U23 National Team,,0,1,1
746,Solomon Islands U23 National Team,user://assets/textures/territory_logo/218.webp,218,218,Solomon Islands U23 National Team,,0,1,1
747,Somalia U23 National Team,user://assets/textures/territory_logo/219.webp,219,219,Federal Republic of Somalia U23 National Team,,0,1,1
748,Somaliland U23 National Team,user://assets/textures/territory_logo/220.webp,220,220,Republic of Somaliland U23 National Team,,0,1,1
749,South Africa U23 National Team,user://assets/textures/territory_logo/221.webp,221,221,Republic of South Africa U23 National Team,,0,1,1
750,South Korea U23 National Team,user://assets/textures/territory_logo/222.webp,222,222,Republic of Korea U23 National Team,,0,1,1
751,South Ossetia U23 National Team,user://assets/textures/territory_logo/223.webp,223,223,Republic of South Ossetia U23 National Team,,0,1,1
752,South Sudan U23 National Team,user://assets/textures/territory_logo/224.webp,224,224,Republic of South Sudan U23 National Team,,0,1,1
753,Sovereign Military Order of Malta U23 National Team,user://assets/textures/territory_logo/225.webp,225,225,"Sovereign Military Hospitaller Order of Saint John of Jerusalem, of Rhodes and of Malta U23 National Team",,0,1,1
754,Spain U23 National Team,user://assets/textures/territory_logo/226.webp,226,226,Kingdom of Spain U23 National Team,,0,1,1
755,Sri Lanka U23 National Team,user://assets/textures/territory_logo/227.webp,227,227,Democratic Socialist Republic of Sri Lanka U23 National Team,,0,1,1
756,Sudan U23 National Team,user://assets/textures/territory_logo/228.webp,228,228,Republic of the Sudan U23 National Team,,0,1,1
757,Suriname U23 National Team,user://assets/textures/territory_logo/229.webp,229,229,Republic of Suriname U23 National Team,,0,1,1
758,Sweden U23 National Team,user://assets/textures/territory_logo/230.webp,230,230,Kingdom of Sweden U23 National Team,,0,1,1
759,Switzerland U23 National Team,user://assets/textures/territory_logo/231.webp,231,231,Swiss Confederation U23 National Team,,0,1,1
760,Syria U23 National Team,user://assets/textures/territory_logo/232.webp,232,232,Syrian Arab Republic U23 National Team,,0,1,1
761,Taiwan U23 National Team,user://assets/textures/territory_logo/233.webp,233,233,Republic of China U23 National Team,,0,1,1
762,Tajikistan U23 National Team,user://assets/textures/territory_logo/234.webp,234,234,Republic of Tajikistan U23 National Team,,0,1,1
763,Tanzania U23 National Team,user://assets/textures/territory_logo/235.webp,235,235,United Republic of Tanzania U23 National Team,,0,1,1
764,Thailand U23 National Team,user://assets/textures/territory_logo/236.webp,236,236,Kingdom of Thailand U23 National Team,,0,1,1
765,Togo U23 National Team,user://assets/textures/territory_logo/237.webp,237,237,Togolese Republic U23 National Team,,0,1,1
766,Tokelau U23 National Team,user://assets/textures/territory_logo/238.webp,238,238,Tokelau U23 National Team,,0,1,1
767,Tonga U23 National Team,user://assets/textures/territory_logo/239.webp,239,239,Kingdom of Tonga U23 National Team,,0,1,1
768,Transnistria U23 National Team,user://assets/textures/territory_logo/240.webp,240,240,Pridnestrovian Moldavian Republic U23 National Team,,0,1,1
769,Trinidad and Tobago U23 National Team,user://assets/textures/territory_logo/241.webp,241,241,Republic of Trinidad and Tobago U23 National Team,,0,1,1
770,Tristan da Cunha U23 National Team,user://assets/textures/territory_logo/242.webp,242,242,Tristan da Cunha U23 National Team,,0,1,1
771,Tunisia U23 National Team,user://assets/textures/territory_logo/243.webp,243,243,Republic of Tunisia U23 National Team,,0,1,1
772,Turkey U23 National Team,user://assets/textures/territory_logo/244.webp,244,244,Republic of Türkiye U23 National Team,,0,1,1
773,Turkmenistan U23 National Team,user://assets/textures/territory_logo/245.webp,245,245,Turkmenistan U23 National Team,,0,1,1
774,Turks and Caicos Islands U23 National Team,user://assets/textures/territory_logo/246.webp,246,246,Turks and Caicos Islands U23 National Team,,0,1,1
775,Tuvalu U23 National Team,user://assets/textures/territory_logo/247.webp,247,247,Tuvalu U23 National Team,,0,1,1
776,U.S. Virgin Islands U23 National Team,user://assets/textures/territory_logo/248.webp,248,248,Virgin Islands of the United States U23 National Team,,0,1,1
777,Uganda U23 National Team,user://assets/textures/territory_logo/249.webp,249,249,Republic of Uganda U23 National Team,,0,1,1
778,Ukraine U23 National Team,user://assets/textures/territory_logo/250.webp,250,250,Ukraine U23 National Team,,0,1,1
779,United Arab Emirates U23 National Team,user://assets/textures/territory_logo/251.webp,251,251,United Arab Emirates U23 National Team,,0,1,1
780,United States U23 National Team,user://assets/textures/territory_logo/252.webp,252,252,United States of America U23 National Team,,0,1,1
781,Uruguay U23 National Team,user://assets/textures/territory_logo/253.webp,253,253,Oriental Republic of Uruguay U23 National Team,,0,1,1
782,Uzbekistan U23 National Team,user://assets/textures/territory_logo/254.webp,254,254,Republic of Uzbekistan U23 National Team,,0,1,1
783,Vanuatu U23 National Team,user://assets/textures/territory_logo/255.webp,255,255,Republic of Vanuatu U23 National Team,,0,1,1
784,Vatican City U23 National Team,user://assets/textures/territory_logo/256.webp,256,256,Vatican City State U23 National Team,,0,1,1
785,Venezuela U23 National Team,user://assets/textures/territory_logo/257.webp,257,257,Bolivarian Republic of Venezuela U23 National Team,,0,1,1
786,Vietnam U23 National Team,user://assets/textures/territory_logo/258.webp,258,258,Socialist Republic of Vietnam U23 National Team,,0,1,1
787,Wales U23 National Team,user://assets/textures/territory_logo/259.webp,259,259,Wales U23 National Team,,0,1,1
788,Wallis and Futuna U23 National Team,user://assets/textures/territory_logo/260.webp,260,260,Territory of the Wallis and Futuna Islands U23 National Team,,0,1,1
789,Yemen U23 National Team,user://assets/textures/territory_logo/261.webp,261,261,Republic of Yemen U23 National Team,,0,1,1
790,Zambia U23 National Team,user://assets/textures/territory_logo/262.webp,262,262,Republic of Zambia U23 National Team,,0,1,1
791,Zanzibar U23 National Team,user://assets/textures/territory_logo/263.webp,263,263,Zanzibar U23 National Team,,0,1,1
792,Zimbabwe U23 National Team,user://assets/textures/territory_logo/264.webp,264,264,Republic of Zimbabwe U23 National Team,,0,1,1
793,Abkhazia U23 Women's National Team,user://assets/textures/territory_logo/1.webp,265,1,Republic of Abkhazia U23 Women's National Team,,1,1,1
794,Afghanistan U23 Women's National Team,user://assets/textures/territory_logo/2.webp,266,2,Islamic Emirate of Afghanistan U23 Women's National Team,,1,1,1
795,Akrotiri and Dhekelia U23 Women's National Team,user://assets/textures/territory_logo/3.webp,267,3,Sovereign Base Areas of Akrotiri and Dhekelia U23 Women's National Team,,1,1,1
796,Aland Islands U23 Women's National Team,user://assets/textures/territory_logo/4.webp,268,4,Åland U23 Women's National Team,,1,1,1
797,Albania U23 Women's National Team,user://assets/textures/territory_logo/5.webp,269,5,Republic of Albania U23 Women's National Team,,1,1,1
798,Algeria U23 Women's National Team,user://assets/textures/territory_logo/6.webp,270,6,People's Democratic Republic of Algeria U23 Women's National Team,,1,1,1
799,American Samoa U23 Women's National Team,user://assets/textures/territory_logo/7.webp,271,7,American Samoa U23 Women's National Team,,1,1,1
800,Andorra U23 Women's National Team,user://assets/textures/territory_logo/8.webp,272,8,Principality of Andorra U23 Women's National Team,,1,1,1
801,Angola U23 Women's National Team,user://assets/textures/territory_logo/9.webp,273,9,Republic of Angola U23 Women's National Team,,1,1,1
802,Anguilla U23 Women's National Team,user://assets/textures/territory_logo/10.webp,274,10,Anguilla U23 Women's National Team,,1,1,1
803,Antigua and Barbuda U23 Women's National Team,user://assets/textures/territory_logo/11.webp,275,11,Antigua and Barbuda U23 Women's National Team,,1,1,1
804,Argentina U23 Women's National Team,user://assets/textures/territory_logo/12.webp,276,12,Argentine Republic U23 Women's National Team,,1,1,1
805,Armenia U23 Women's National Team,user://assets/textures/territory_logo/13.webp,277,13,Republic of Armenia U23 Women's National Team,,1,1,1
